Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Chronic Infections,38951,23136,15815,-0.0332403251547799,-0.0543856287783451,-0.0120950215312147,"-0.03 (-0.05, -0.01)",0.00206346115602129,0.00239076878766605,Male,0.647,Cortical,Volume of bankssts (left hemisphere),Chronic,**
L_caudalanteriorcingulate,Chronic Infections,38951,23136,15815,-0.0149023586067544,-0.0360101357640136,0.00620541855050481,"-0.01 (-0.04, 0.01)",0.16642687891332,0.171531997898391,Male,0.808,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Chronic,
L_caudalmiddlefrontal,Chronic Infections,38951,23136,15815,-0.0476224484474392,-0.0683516155087385,-0.0268932813861399,"-0.05 (-0.07, -0.03)",6.72295112216701e-06,9.73668783210395e-06,Male,0.065,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Chronic,**
L_cuneus,Chronic Infections,38951,23136,15815,-0.0334064603426583,-0.054043115701465,-0.0127698049838516,"-0.03 (-0.05, -0.01)",0.0015105557575561,0.0017871363892213,Male,0.036,Cortical,Volume of cuneus (left hemisphere),Chronic,**
L_entorhinal,Chronic Infections,38951,23136,15815,-0.0250604447838515,-0.0464936893610597,-0.00362720020664326,"-0.03 (-0.05, -0.00)",0.0219268460560432,0.0239201956975017,Male,0.064,Cortical,Volume of entorhinal (left hemisphere),Chronic,**
L_frontalpole,Chronic Infections,38951,23136,15815,-0.0348267521597765,-0.0555161471950548,-0.0141373571244982,"-0.03 (-0.06, -0.01)",0.000970001969664342,0.00116400236359721,Male,0.002,Cortical,Volume of frontalpole (left hemisphere),Chronic,**
L_fusiform,Chronic Infections,38951,23136,15815,-0.0670422218471438,-0.0868716025427269,-0.0472128411515608,"-0.07 (-0.09, -0.05)",3.4761545157233e-11,1.21665408050315e-10,Male,0.752,Cortical,Volume of fusiform (left hemisphere),Chronic,**
L_inferiorparietal,Chronic Infections,38951,23136,15815,-0.0618995543068357,-0.0821835013751281,-0.0416156072385434,"-0.06 (-0.08, -0.04)",2.23270786911397e-09,6.04991809695397e-09,Male,0.363,Cortical,Volume of inferiorparietal (left hemisphere),Chronic,**
L_inferiortemporal,Chronic Infections,38951,23136,15815,-0.0539666300528642,-0.0734952088757518,-0.0344380512299766,"-0.05 (-0.07, -0.03)",6.11470111023325e-08,1.18076986956228e-07,Male,0.281,Cortical,Volume of inferiortemporal (left hemisphere),Chronic,**
L_insula,Chronic Infections,38344,22853,15491,-0.0513675923424152,-0.0709903921228869,-0.0317447925619436,"-0.05 (-0.07, -0.03)",2.89827829491934e-07,5.01969849016958e-07,Male,0.42,Cortical,Volume of grey matter in Insular Cortex (left),Chronic,**
L_isthmuscingulate,Chronic Infections,38951,23136,15815,-0.0361156914500934,-0.0559589480647032,-0.0162724348354837,"-0.04 (-0.06, -0.02)",0.000361055328046751,0.000459524962968593,Male,0.227,Cortical,Volume of isthmuscingulate (left hemisphere),Chronic,**
L_lateraloccipital,Chronic Infections,38951,23136,15815,-0.0632780281658118,-0.0826382028705966,-0.0439178534610271,"-0.06 (-0.08, -0.04)",1.50821555960971e-10,5.05648628298094e-10,Male,0.058,Cortical,Volume of lateraloccipital (left hemisphere),Chronic,**
L_lateralorbitofrontal,Chronic Infections,38951,23136,15815,-0.0653169724960585,-0.0845378570280239,-0.0460960879640931,"-0.07 (-0.08, -0.05)",2.76307071476956e-11,1.00912147843758e-10,Male,0.426,Cortical,Volume of lateralorbitofrontal (left hemisphere),Chronic,**
