Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections,38951,22854,16097,-0.0125321981532009,-0.0336370740835949,0.00857267777719314,"-0.01 (-0.03, 0.01)",0.244482127499418,0.299802900875199,Male,0.156,Cortical,Volume of bankssts (left hemisphere),Bacterial,
L_caudalanteriorcingulate,Bacterial Infections,38951,22854,16097,-0.0060577421624729,-0.0271233938307069,0.0150079095057611,"-0.01 (-0.03, 0.02)",0.573006228094476,0.641766975465814,Male,0.761,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Bacterial,
L_caudalmiddlefrontal,Bacterial Infections,38951,22854,16097,-0.0232265948047239,-0.0439180675594761,-0.00253512204997166,"-0.02 (-0.04, -0.00)",0.0278008702013395,0.0476894966002206,Male,0.245,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Bacterial,**
L_cuneus,Bacterial Infections,38951,22854,16097,-0.0177091704687559,-0.0383061294318002,0.0028877884942884,"-0.02 (-0.04, 0.00)",0.0919540708615276,0.128735699206139,Male,0.037,Cortical,Volume of cuneus (left hemisphere),Bacterial,
L_entorhinal,Bacterial Infections,38951,22854,16097,-0.02439100947275,-0.045781110782123,-0.00300090816337702,"-0.02 (-0.05, -0.00)",0.0254226601597752,0.0449579674404445,Male,0.529,Cortical,Volume of entorhinal (left hemisphere),Bacterial,**
L_frontalpole,Bacterial Infections,38951,22854,16097,-0.00493905478494032,-0.0255895638352514,0.0157114542653707,"-0.00 (-0.03, 0.02)",0.63922520095133,0.68819950797002,Male,0.024,Cortical,Volume of frontalpole (left hemisphere),Bacterial,
L_fusiform,Bacterial Infections,38951,22854,16097,-0.0307435760106856,-0.0505417788342557,-0.0109453731871155,"-0.03 (-0.05, -0.01)",0.00233907282238412,0.00741441951246288,Male,0.343,Cortical,Volume of fusiform (left hemisphere),Bacterial,**
L_inferiorparietal,Bacterial Infections,38951,22854,16097,-0.0384414408568258,-0.0586901897478716,-0.0181926919657801,"-0.04 (-0.06, -0.02)",0.000198691517727197,0.00128875631271125,Male,0.262,Cortical,Volume of inferiorparietal (left hemisphere),Bacterial,**
L_inferiortemporal,Bacterial Infections,38951,22854,16097,-0.0207260997312853,-0.0402215595760319,-0.00123063988653878,"-0.02 (-0.04, -0.00)",0.0371893838590661,0.0600751585415683,Male,0.521,Cortical,Volume of inferiortemporal (left hemisphere),Bacterial,*
L_insula,Bacterial Infections,38344,22490,15854,-0.0211383849175951,-0.0407109288693106,-0.00156584096587952,"-0.02 (-0.04, -0.00)",0.0342805590678297,0.0570211279544097,Male,0.775,Cortical,Volume of grey matter in Insular Cortex (left),Bacterial,*
L_isthmuscingulate,Bacterial Infections,38951,22854,16097,-0.000967427724860065,-0.0207739102094665,0.0188390547597464,"-0.00 (-0.02, 0.02)",0.923731180540361,0.929262504974735,Male,0.123,Cortical,Volume of isthmuscingulate (left hemisphere),Bacterial,
